,OCCRR_DTM,RQRMN_TM,CTPRV_NM,SGNG_NM,EMNDN_NM,OCCCRR_RI,ARA_LTNMB,CUSE_NM,DMG_AREA,ADDRESS
248,2003-02-14,15.0,서울,서대문,연희,,산214-4,담배불실화추정,0.02,서울 서대문 연희 산214-4
249,2000-04-01,15.0,서울,서대문,홍은,,산19-1,어린이불장난추정,0.07,서울 서대문 홍은 산19-1
250,2005-11-16,40.0,서울,서대문,홍은,,산19-1,어린이불장난추정,0.01,서울 서대문 홍은 산19-1
251,2006-03-18,44.0,서울,서대문,홍은,,산11-1,어린이불장난추정,0.1,서울 서대문 홍은 산11-1
252,2006-04-12,15.0,서울,서대문,홍은,,산11-96,입산자실화,0.02,서울 서대문 홍은 산11-96
253,2007-02-23,25.0,서울,서대문,홍은,,산1-57,입산자실화,0.02,서울 서대문 홍은 산1-57
254,1989-05-02,130.0,서울,서대문,연희,,산2-13,어린이불장난추정,0.3,서울 서대문 연희 산2-13
255,2007-03-17,135.0,서울,마포,대흥,,산1-23,입산자실화,0.01,서울 마포 대흥 산1-23
256,1997-04-22,57.0,서울,양천,신정,,산75-2,입산자실화추정,1.4,서울 양천 신정 산75-2
257,2002-03-17,34.0,서울,양천,신정,,산75-2,담뱃불실화추정,0.05,서울 양천 신정 산75-2
258,2003-12-30,16.0,서울,양천,신정,,산75-21,담배불실화,0.01,서울 양천 신정 산75-21
259,2008-01-02,7.0,서울,양천,신정,,산114-1,담뱃불실화,0.09,서울 양천 신정 산114-1
260,1995-04-19,52.0,서울,양천,신정,,산150-1,입산자실화추정,0.07,서울 양천 신정 산150-1
261,2003-03-12,30.0,서울,양천,신월,,산166-1,담배불실화,0.03,서울 양천 신월 산166-1
262,2000-03-25,54.0,서울,강서,개화,,산100,입산자실화추정,0.03,서울 강서 개화 산100
263,2001-04-09,10.0,서울,강서,방화,,산79-3,어린이불장난추정,0.01,서울 강서 방화 산79-3
264,2001-04-30,107.0,서울,강서,등촌,,산24-2,입산자실화추정,0.15,서울 강서 등촌 산24-2
265,1997-03-23,35.0,서울,강서,개화,,산96,어린이불장난,0.05,서울 강서 개화 산96
266,1995-02-04,45.0,서울,강서,개화,,산42-1,입산자실화추정,0.66,서울 강서 개화 산42-1
267,2000-03-26,38.0,서울,강서,개화,,산94-1,담뱃불실화,0.03,서울 강서 개화 산94-1
268,2001-04-30,15.0,서울,강서,개화,,산64,담뱃불실화추정,0.01,서울 강서 개화 산64
269,1996-05-31,100.0,서울,강서,화곡,,산22-1,입산자실화,0.5,서울 강서 화곡 산22-1
270,2001-04-10,20.0,서울,강서,화곡,,산42-1,담뱃불실화추정,0.01,서울 강서 화곡 산42-1
271,2007-04-29,43.0,서울,강서,화곡본,,산47-10,담뱃불실화추정,0.25,서울 강서 화곡본 산47-10
272,1992-04-01,25.0,서울,강서,화곡,,산22-1,입산자실화추정,0.2,서울 강서 화곡 산22-1
273,1995-04-10,44.0,서울,강서,화곡,,산53-1,입산자실화추정,0.3,서울 강서 화곡 산53-1
274,1996-02-10,23.0,서울,강서,화곡,,산21-16,어린이불장난,1.5,서울 강서 화곡 산21-16
275,2002-03-18,15.0,서울,구로,고척,,산55-1,입산자실화추정,0.1,서울 구로 고척 산55-1
276,1991-03-31,147.0,서울,구로,천왕,,산39,입산자실화추정,0.67,서울 구로 천왕 산39
277,1996-02-20,25.0,서울,구로,천왕,,산39,입산자실화,0.2,서울 구로 천왕 산39
278,2002-03-14,14.0,서울,구로,개봉,,산58-1,입산자실화추정,0.01,서울 구로 개봉 산58-1
279,1998-03-16,19.0,서울,구로,궁,,산1-1,등산객담뱃불추정,0.03,서울 구로 궁 산1-1
280,1993-03-22,35.0,서울,구로,항,,산43-1,밭두렁소각,0.3,서울 구로 항 산43-1
281,1989-04-26,310.0,서울,구로,오류,,산42-1,야영객실화추정,0.5,서울 구로 오류 산42-1
282,1992-03-28,10.0,서울,구로,개봉,,산60-5,어린이불장난추정,0.07,서울 구로 개봉 산60-5
283,1993-03-15,30.0,서울,구로,궁동,,산1-42,어린이불장난추정,0.1,서울 구로 궁동 산1-42
284,2012-06-14,50.0,서울,금천,시흥동,,산91-4,원인미상,0.01,서울 금천 시흥동 산91-4
285,1997-04-14,12.0,서울,금천,시흥,,산6-7,입산자실화추정,0.23,서울 금천 시흥 산6-7
286,2000-03-13,40.0,서울,금천,시흥,,산93-1,입산자실화추정,0.16,서울 금천 시흥 산93-1
287,2000-11-07,103.0,서울,금천,시흥,,산108-1,어린이불장난추정,0.1,서울 금천 시흥 산108-1
288,2001-04-06,35.0,서울,금천,시흥,,산83-39,무속행위추정,0.01,서울 금천 시흥 산83-39
289,2001-04-22,31.0,서울,금천,시흥,,산27-3,입산자실화추정,0.01,서울 금천 시흥 산27-3
290,2001-04-27,30.0,서울,금천,시흥,,산27-3,담뱃불실화추정,0.01,서울 금천 시흥 산27-3
291,2004-02-07,40.0,서울,금천,시흥,,산4-20,어린이불장난,0.06,서울 금천 시흥 산4-20
292,2006-02-24,114.0,서울,금천,시흥,,산108-2,입산자실화,0.01,서울 금천 시흥 산108-2
293,2001-03-25,38.0,서울,금천,독산,,산204-8,입산자실화추정,0.1,서울 금천 독산 산204-8
294,1994-04-28,37.0,서울,금천,시흥,,산5,입산자실화추정,0.05,서울 금천 시흥 산5
295,1989-04-09,110.0,서울,금천,시흥,,산101,등산객실화추정,0.3,서울 금천 시흥 산101
296,1997-02-23,105.0,서울,동작,동작,,산27,어린이불장난,0.08,서울 동작 동작 산27
297,2001-03-25,15.0,서울,동작,동작,,산44-7,성묘객실화추정,0.01,서울 동작 동작 산44-7
298,2005-02-09,26.0,서울,동작,동작,,산11-1,담뱃불실화추정,0.01,서울 동작 동작 산11-1
299,1997-04-13,105.0,서울,동작,사당,,산31-1,입산자실화추정,0.15,서울 동작 사당 산31-1
300,2001-05-02,55.0,서울,동작,사당,,산32-78,방화추정,0.33,서울 동작 사당 산32-78
301,2006-03-25,25.0,서울,동작,흑석,,산92-6,담뱃불실화추정,0.01,서울 동작 흑석 산92-6
302,1990-04-11,30.0,서울,동작구,사당동,,산44-7,기타,0.05,서울 동작구 사당동 산44-7
303,1995-04-15,30.0,서울,동작,사당,,산23-2,어린이불장난추정,0.05,서울 동작 사당 산23-2
304,1997-04-26,30.0,서울,관악,신림,,산29,입산자실화추정,0.06,서울 관악 신림 산29
305,1998-04-20,30.0,서울,관악,신림,,산1-1,입산자실화추정,0.03,서울 관악 신림 산1-1
306,2000-04-05,57.0,서울,관악,신림,,산56-1,담뱃불실화추정,0.23,서울 관악 신림 산56-1
307,2000-05-09,58.0,서울,관악,신림,,산56-2,입산자실화추정,0.02,서울 관악 신림 산56-2
308,2001-03-16,8.0,서울,관악,신림,,산29,입산자실화추정,0.01,서울 관악 신림 산29
309,2001-04-18,43.0,서울,관악,신림,,산125-4,어린이불장난추정,0.03,서울 관악 신림 산125-4
310,2001-05-13,17.0,서울,관악,신림,,산89,분신자살,0.01,서울 관악 신림 산89
311,2001-06-06,57.0,서울,관악,신림,,산29-1,담뱃불실화추정,0.01,서울 관악 신림 산29-1
312,2001-10-28,350.0,서울,관악,신림,,산1-1,방화추정,0.4,서울 관악 신림 산1-1
313,2001-11-27,25.0,서울,관악,신림,,산170-135,담뱃불실화추정,0.01,서울 관악 신림 산170-135
314,2002-02-14,24.0,서울,관악,신림,,산159-5,담뱃불실화추정,0.01,서울 관악 신림 산159-5
315,2002-03-03,44.0,서울,관악,신림,,산191-13,담뱃불실화추정,0.2,서울 관악 신림 산191-13
316,2002-03-12,11.0,서울,관악,신림,,산88,어린이불장난추정,0.01,서울 관악 신림 산88
317,2002-04-29,47.0,서울,관악,신림,,산29,입산자실화추정,0.02,서울 관악 신림 산29
318,2002-12-04,55.0,서울,관악,신림,,산56-2,담뱃,0.01,서울 관악 신림 산56-2
319,2003-03-04,15.0,서울,관악,신림,,산193-1,담배불실화,0.01,서울 관악 신림 산193-1
320,2003-04-01,20.0,서울,관악,신림,,산27-1,담배불실화,0.01,서울 관악 신림 산27-1
321,2004-01-05,0.0,서울,관악,신림,,산1-1,담뱃불실화,0.01,서울 관악 신림 산1-1
322,2004-04-17,28.0,서울,관악,신림,,산29,담뱃불실화,0.26,서울 관악 신림 산29
323,2005-03-27,36.0,서울,관악,신림,,산57-13,입산자실화추정,0.04,서울 관악 신림 산57-13
324,2005-04-05,27.0,서울,관악,신림,,산57-14,담뱃불실화추정,0.01,서울 관악 신림 산57-14
325,2005-04-17,52.0,서울,관악,신림,,산72-5,무속인촛불실화,0.02,서울 관악 신림 산72-5
326,2006-05-16,30.0,서울,관악,신림,,산117-2,방화,0.01,서울 관악 신림 산117-2
327,2007-02-26,20.0,서울,관악,신림,,산24-1,입산자실화,0.01,서울 관악 신림 산24-1
328,2001-04-30,20.0,서울,관악,봉천,,산41-1,어린이불장난추정,0.01,서울 관악 봉천 산41-1
329,2001-05-03,34.0,서울,관악,봉천,,산17-3,어린이불장난추정,0.02,서울 관악 봉천 산17-3
330,2001-12-06,128.0,서울,관악,봉천,,산113-3,입산자실화추정,0.06,서울 관악 봉천 산113-3
331,2001-12-07,22.0,서울,관악,봉천,,산115,담뱃불실화추정,0.01,서울 관악 봉천 산115
332,2002-02-05,14.0,서울,관악,봉천,,산104-1,담뱃불실화추정,0.01,서울 관악 봉천 산104-1
333,2003-03-10,17.0,서울,관악,봉천,,산103-84,담배불실화,0.01,서울 관악 봉천 산103-84
334,2004-03-31,20.0,서울,관악,봉천,,산118-1,담뱃불실화,0.03,서울 관악 봉천 산118-1
335,2004-03-31,30.0,서울,관악,봉천,,산151-15,담뱃불실화,0.06,서울 관악 봉천 산151-15
336,2005-09-26,11.0,서울,관악,봉천,,산103-84,어린이불장난추정,0.01,서울 관악 봉천 산103-84
337,2006-03-23,22.0,서울,관악,봉천,,산53-1,담뱃불실화추정,0.03,서울 관악 봉천 산53-1
338,2006-03-27,15.0,서울,관악,봉천,,산101-90,담뱃불실화추정,0.01,서울 관악 봉천 산101-90
339,1994-06-16,40.0,서울,관악,신림,,산28-1,무속행위추정,0.03,서울 관악 신림 산28-1
340,1994-04-04,45.0,서울,관악,신림,,산1-1,조사중,0.02,서울 관악 신림 산1-1
341,1989-04-11,245.0,서울,관악,신림,,산56-2,등산객실화추정,0.2,서울 관악 신림 산56-2
342,1984-04-22,15.0,서울,관악,신림,,산57-1,입산자실화,0.1,서울 관악 신림 산57-1
343,1984-03-28,15.0,서울,관악,신림,,산59,입산자실화추정,0.06,서울 관악 신림 산59
344,1982-04-18,325.0,서울,관악,신림,,산56-1,등산객취사부주의,2.3,서울 관악 신림 산56-1
345,1982-04-10,40.0,서울,관악,신림,,산3-1,버너부주의,0.23,서울 관악 신림 산3-1
346,1995-04-19,25.0,서울,관악,신림,,산91-1,담배불실화추정,0.03,서울 관악 신림 산91-1
347,1995-05-09,140.0,서울,관악,신림,,산52,담배불실화추정,0.03,서울 관악 신림 산52
348,1999-02-20,30.0,서울,관악,남현,,산69-2,어린이불장난추정,0.2,서울 관악 남현 산69-2
349,1994-04-09,35.0,서울,관악,남현,,산104-4,입산자실화추정,0.06,서울 관악 남현 산104-4
350,1996-02-16,50.0,서울,관악,남현,,산69-2,입산자실화,0.97,서울 관악 남현 산69-2
351,2007-02-04,5.0,서울,서초,방배,,산24-3,입산자실화,0.02,서울 서초 방배 산24-3
352,2010-04-04,37.0,서울,서초,원지,,산56-1,농산폐기물소각,0.02,서울 서초 원지 산56-1
353,2006-01-27,17.0,서울,서초,우면,,산84,공장화재비화,0.01,서울 서초 우면 산84
354,2008-05-01,8.0,서울,서초,반포,,산27-4,어린이불장난추정,0.01,서울 서초 반포 산27-4
355,1996-01-26,35.0,서울,서초,우면,,산126,성묘객실화,0.5,서울 서초 우면 산126
356,2006-04-08,26.0,서울,서초,신원,,산1-3,쓰레기소각,0.01,서울 서초 신원 산1-3
357,2000-03-29,47.0,서울,서초,원지,,산112,입산자실화추정,0.16,서울 서초 원지 산112
358,2000-11-14,53.0,서울,서초,원지,,산4-5,담뱃불실화추정,0.03,서울 서초 원지 산4-5
359,2005-04-04,39.0,서울,서초,원지,,산33,입산자실화추정,0.1,서울 서초 원지 산33
360,2010-04-04,37.0,서울,서초,원지,,산56-1,농산폐기물소각,0.02,서울 서초 원지 산56-1
361,2001-03-11,22.0,서울,서초,염곡,,산3-6,쓰레기소각,0.16,서울 서초 염곡 산3-6
362,2009-12-16,107.0,서울,서초,염곡,,산48-6,미상,0.17,서울 서초 염곡 산48-6
363,1997-03-30,30.0,서울,서초,내곡,,산78-2,밭두렁소각,0.33,서울 서초 내곡 산78-2
364,2002-03-18,50.0,서울,서초,내곡,,산13-247,전기누전,1.0,서울 서초 내곡 산13-247
365,2005-02-15,115.0,서울,서초,내곡,,산13-194,입산자실화추정,0.01,서울 서초 내곡 산13-194
366,2006-04-17,25.0,서울,서초,내곡,,산1-3,입산자실화,0.03,서울 서초 내곡 산1-3
367,2008-03-20,30.0,서울,서초,내곡,,산13-194,입산자실화,0.1,서울 서초 내곡 산13-194
368,1998-04-03,30.0,서울,서초,방배,,산4,쓰레기소각,0.01,서울 서초 방배 산4
369,2001-05-03,157.0,서울,서초,방배,,산4,방화추정,0.25,서울 서초 방배 산4
370,2008-04-13,14.0,서울,서초,방배,,산102-8,입산자실화,0.02,서울 서초 방배 산102-8
371,1997-04-12,40.0,서울,서초,서초,,산137-1,담뱃불실화추정,0.06,서울 서초 서초 산137-1
372,1982-04-19,145.0,서울,서초,신원,,산54,담배불실화,2.0,서울 서초 신원 산54
373,1995-04-05,55.0,서울,서초,신원,,산55-1,어린이불장난추정,0.26,서울 서초 신원 산55-1
374,1996-03-02,155.0,서울,서초,신원,,산9,기타,0.2,서울 서초 신원 산9
375,1994-01-16,43.0,서울,서초,원지,,산12,입산자실화추정,0.07,서울 서초 원지 산12
376,1991-04-09,125.0,서울,서초,원지,,산39,입산자실화추정,0.66,서울 서초 원지 산39
377,1989-04-03,240.0,서울,서초,원지,,산-13-1,입산자실화추정,0.5,서울 서초 원지 산-13-1
378,1984-05-08,339.0,서울,서초,원지,,산44,입산자실화,2.7,서울 서초 원지 산44
379,1982-04-06,139.0,서울,서초,원지,,산13-1,입산자실화,0.6,서울 서초 원지 산13-1
380,1995-02-14,55.0,서울,서초,염곡,,산24-1,담배불실화추정,0.67,서울 서초 염곡 산24-1
381,1982-04-22,45.0,서울,서초,내곡,,산13-248,담배불실화,0.3,서울 서초 내곡 산13-248
382,1994-03-19,30.0,서울,서초,방배,,산97,입산자실화추정,0.33,서울 서초 방배 산97
383,1992-03-22,10.0,서울,서초,방배,,산44,입산자실화추정,0.02,서울 서초 방배 산44
384,1982-02-17,29.0,서울,서초,방배,,산79-8,어린이불장난,0.33,서울 서초 방배 산79-8
385,1982-03-29,29.0,서울,서초,서초,,산146-6,어린이불장난,0.3,서울 서초 서초 산146-6
386,1997-03-24,30.0,서울,강남,자곡,,산46-43,자살추정,0.01,서울 강남 자곡 산46-43
387,2001-05-17,46.0,서울,강남,세곡,,산50-13,담뱃불실화추정,0.17,서울 강남 세곡 산50-13
388,2002-03-18,107.0,서울,강남,세곡,,산50-10,담배불실화추정,0.07,서울 강남 세곡 산50-10
389,2001-12-06,21.0,서울,강남,개포,,산48-1,담뱃불실화추정,0.02,서울 강남 개포 산48-1
390,2003-03-26,22.0,서울,강남,개포,,산45-11,담배불실화,0.02,서울 강남 개포 산45-11
391,2005-04-01,22.0,서울,강남,개포,,산47,불장난실화추정,0.06,서울 강남 개포 산47
392,1992-03-28,130.0,서울,강남,자곡,,산46-1,밭두렁소각,0.23,서울 강남 자곡 산46-1
393,1989-04-23,120.0,서울,강남,자곡,,산33,오물소각중실화,0.2,서울 강남 자곡 산33
394,1994-04-01,27.0,서울,강남,율현,,산3-1,논두렁소각,0.06,서울 강남 율현 산3-1
395,1994-05-01,23.0,서울,강남,수서,,산10-1,공원화재,0.01,서울 강남 수서 산10-1
396,1995-03-19,25.0,서울,강남,개포,,산55-1,입산자실화추정,0.07,서울 강남 개포 산55-1
397,1989-04-09,130.0,서울,강남,일원,,산52-1,등산객실화추정,0.5,서울 강남 일원 산52-1
398,2007-02-07,15.0,서울,송파,마천,,산2-5,입산자실화,0.02,서울 송파 마천 산2-5
399,2001-04-21,103.0,서울,송파,마천,,산8,담뱃불실화추정,0.13,서울 송파 마천 산8
400,2002-03-22,8.0,서울,송파,마천,,산2-10,입산자실화추정,0.01,서울 송파 마천 산2-10
401,2006-02-23,15.0,서울,송파,마천,,산1-10,어린이불장난추정,0.02,서울 송파 마천 산1-10
402,2006-03-15,20.0,서울,송파,마천,,산1-16,어린이불장난추정,0.01,서울 송파 마천 산1-16
403,1989-04-02,130.0,서울,송파,마천,,산1-1,어린이불장난,0.3,서울 송파 마천 산1-1
404,2001-04-18,29.0,서울,강동,암사,,산31,담뱃불실화추정,0.23,서울 강동 암사 산31
405,2002-03-22,14.0,서울,강동,고덕,,296,입산자실화추정,0.02,서울 강동 고덕 296
406,2002-04-28,34.0,서울,강동,상일,,산46-3,담배불실화추정,0.1,서울 강동 상일 산46-3
407,1994-03-20,20.0,서울,강동,둔촌,,산23-1,입산자실화추정,0.06,서울 강동 둔촌 산23-1
408,1984-03-11,10.0,서울,강동,상일,상일,산20-1,어린이불장난,0.07,서울 강동 상일 상일산20-1
409,2020-09-23,,서울특별시,광진구,중곡동,,143-138,원인불명,0.0,서울특별시 광진구 중곡동 143-138
410,2020-10-22,,서울특별시,동대문구,청량리동,,207,원인불명,0.0,서울특별시 동대문구 청량리동 207
411,2020-10-22,,서울특별시,동대문구,청량리동,,207,원인불명,0.0,서울특별시 동대문구 청량리동 207
412,2020-03-01,,서울특별시,성북구,정릉동,,산1-1,원인불명,0.0,서울특별시 성북구 정릉동 산1-1
413,2020-03-12,,서울특별시,성북구,정릉동,,635-3,원인불명,0.0,서울특별시 성북구 정릉동 635-3
414,2020-05-08,,서울특별시,성북구,정릉동,,산1-1,원인불명,0.0,서울특별시 성북구 정릉동 산1-1
415,2020-12-07,,서울특별시,성북구,정릉동,,산1-1,원인불명,0.0,서울특별시 성북구 정릉동 산1-1
416,2020-12-07,,서울특별시,성북구,정릉동,,산87-1,원인불명,0.0,서울특별시 성북구 정릉동 산87-1
417,2020-12-10,,서울특별시,성북구,상월곡동,,24-384,원인불명,0.0,서울특별시 성북구 상월곡동 24-384
418,2020-12-10,,서울특별시,성북구,상월곡동,,24-384,원인불명,0.0,서울특별시 성북구 상월곡동 24-384
419,2020-12-10,,서울특별시,성북구,상월곡동,,24-384,원인불명,0.0,서울특별시 성북구 상월곡동 24-384
420,2020-12-10,,서울특별시,성북구,상월곡동,,24-384,원인불명,0.0,서울특별시 성북구 상월곡동 24-384
421,2020-02-09,,서울특별시,도봉구,도봉동,,산70-1,원인불명,0.0,서울특별시 도봉구 도봉동 산70-1
422,2020-03-19,,서울특별시,노원구,상계동,,산145-1,원인불명,0.0,서울특별시 노원구 상계동 산145-1
423,2020-03-29,,서울특별시,노원구,하계동,,산34-1,원인불명,0.0,서울특별시 노원구 하계동 산34-1
424,2020-10-30,,서울특별시,은평구,불광동,,산42-1,원인불명,0.0,서울특별시 은평구 불광동 산42-1
425,2020-07-09,,서울특별시,강서구,등촌동,,707,원인불명,0.0,서울특별시 강서구 등촌동 707
426,2020-08-06,,서울특별시,금천구,시흥동,,1026,원인불명,0.0,서울특별시 금천구 시흥동 1026
427,2020-08-06,,서울특별시,금천구,시흥동,,1026,원인불명,0.0,서울특별시 금천구 시흥동 1026
428,2021-01-12,,서울특별시,송파구,신천동,,32,원인불명,0.0,서울특별시 송파구 신천동 32
429,2021-02-15,,서울특별시,종로구,부암동,,244-11,원인불명,0.0,서울특별시 종로구 부암동 244-11
430,2021-03-08,,서울특별시,종로구,구기동,,173,원인불명,0.0,서울특별시 종로구 구기동 173
